"Rewired version: 1.1.3.0"
"Editor Controller Name","Controller Name","Controller GUID","Element Identifier Id","Element Identifier Name","Element Identifier Type"
"Zhidong N (Android mode)","Zhidong N","5fd2d100-cf24-463a-8292-b571955d97e5","9","Y","1"
"Zhidong N (Android mode)","Zhidong N","5fd2d100-cf24-463a-8292-b571955d97e5","10","LB","1"
"Zhidong N (Android mode)","Zhidong N","5fd2d100-cf24-463a-8292-b571955d97e5","4","LT","0"
"Zhidong N (Android mode)","Zhidong N","5fd2d100-cf24-463a-8292-b571955d97e5","11","RB","1"
"Zhidong N (Android mode)","Zhidong N","5fd2d100-cf24-463a-8292-b571955d97e5","5","RT","0"
"Zhidong N (Android mode)","Zhidong N","5fd2d100-cf24-463a-8292-b571955d97e5","12","Back","1"
"Zhidong N (Android mode)","Zhidong N","5fd2d100-cf24-463a-8292-b571955d97e5","13","Start","1"
"Zhidong N (Android mode)","Zhidong N","5fd2d100-cf24-463a-8292-b571955d97e5","14","N Button","1"
"Zhidong N (Android mode)","Zhidong N","5fd2d100-cf24-463a-8292-b571955d97e5","15","Left Stick Button","1"
"Zhidong N (Android mode)","Zhidong N","5fd2d100-cf24-463a-8292-b571955d97e5","16","Right Stick Button","1"
"Zhidong N (Android mode)","Zhidong N","5fd2d100-cf24-463a-8292-b571955d97e5","17","D-Pad Up","1"
"Zhidong N (Android mode)","Zhidong N","5fd2d100-cf24-463a-8292-b571955d97e5","18","D-Pad Right","1"
"Zhidong N (Android mode)","Zhidong N","5fd2d100-cf24-463a-8292-b571955d97e5","19","D-Pad Down","1"
"Zhidong N (Android mode)","Zhidong N","5fd2d100-cf24-463a-8292-b571955d97e5","20","D-Pad Left","1"
"Zhidong N (Android mode)","Zhidong N","5fd2d100-cf24-463a-8292-b571955d97e5","21","Left Stick","100"
"Zhidong N (Android mode)","Zhidong N","5fd2d100-cf24-463a-8292-b571955d97e5","22","Right Stick","100"
"Elecom Gamepad","Elecom Gamepad","1b32ce5f-55cb-432a-8fed-0c0aff612414","0","Left Stick X","0"
"Elecom Gamepad","Elecom Gamepad","1b32ce5f-55cb-432a-8fed-0c0aff612414","1","Left Stick Y","0"
"Elecom Gamepad","Elecom Gamepad","1b32ce5f-55cb-432a-8fed-0c0aff612414","2","Right Stick X","0"
"Elecom Gamepad","Elecom Gamepad","1b32ce5f-55cb-432a-8fed-0c0aff612414","3","Right Stick Y","0"
"Elecom Gamepad","Elecom Gamepad","1b32ce5f-55cb-432a-8fed-0c0aff612414","4","Button 1","1"
"Elecom Gamepad","Elecom Gamepad","1b32ce5f-55cb-432a-8fed-0c0aff612414","5","Button 2","1"
"Elecom Gamepad","Elecom Gamepad","1b32ce5f-55cb-432a-8fed-0c0aff612414","6","Button 3","1"
"Elecom Gamepad","Elecom Gamepad","1b32ce5f-55cb-432a-8fed-0c0aff612414","7","Button 4","1"
"Elecom Gamepad","Elecom Gamepad","1b32ce5f-55cb-432a-8fed-0c0aff612414","8","Left Shoulder 1 (5)","1"
"Elecom Gamepad","Elecom Gamepad","1b32ce5f-55cb-432a-8fed-0c0aff612414","9","Left Shoulder 2 (7)","1"
"Elecom Gamepad","Elecom Gamepad","1b32ce5f-55cb-432a-8fed-0c0aff612414","10","Right Shoulder 1 (6)","1"
"Elecom Gamepad","Elecom Gamepad","1b32ce5f-55cb-432a-8fed-0c0aff612414","11","Right Shoulder 2 (8)","1"
"Elecom Gamepad","Elecom Gamepad","1b32ce5f-55cb-432a-8fed-0c0aff612414","12","Button 9","1"
"Elecom Gamepad","Elecom Gamepad","1b32ce5f-55cb-432a-8fed-0c0aff612414","13","Button 10","1"
"Elecom Gamepad","Elecom Gamepad","1b32ce5f-55cb-432a-8fed-0c0aff612414","14","Left Stick Button","1"
"Elecom Gamepad","Elecom Gamepad","1b32ce5f-55cb-432a-8fed-0c0aff612414","15","Right Stick Button","1"
"Elecom Gamepad","Elecom Gamepad","1b32ce5f-55cb-432a-8fed-0c0aff612414","16","D-Pad Up","1"
"Elecom Gamepad","Elecom Gamepad","1b32ce5f-55cb-432a-8fed-0c0aff612414","17","D-Pad Right","1"
"Elecom Gamepad","Elecom Gamepad","1b32ce5f-55cb-432a-8fed-0c0aff612414","18","D-Pad Down","1"
"Elecom Gamepad","Elecom Gamepad","1b32ce5f-55cb-432a-8fed-0c0aff612414","19","D-Pad Left","1"
"Elecom Gamepad","Elecom Gamepad","1b32ce5f-55cb-432a-8fed-0c0aff612414","20","Left Stick","100"
"Elecom Gamepad","Elecom Gamepad","1b32ce5f-55cb-432a-8fed-0c0aff612414","21","Right Stick","100"
"Elecom Gamepad","Elecom Gamepad","1b32ce5f-55cb-432a-8fed-0c0aff612414","22","D-Pad","100"
"N64 Controller (Mayflash adapter)","N64 Controller","108946f0-7404-4d3e-a427-6b7f33103f28","0","Stick X","0"
"N64 Controller (Mayflash adapter)","N64 Controller","108946f0-7404-4d3e-a427-6b7f33103f28","1","Stick Y","0"
"N64 Controller (Mayflash adapter)","N64 Controller","108946f0-7404-4d3e-a427-6b7f33103f28","2","A","1"
"N64 Controller (Mayflash adapter)","N64 Controller","108946f0-7404-4d3e-a427-6b7f33103f28","3","B","1"
"N64 Controller (Mayflash adapter)","N64 Controller","108946f0-7404-4d3e-a427-6b7f33103f28","4","Up Arrow","1"
"N64 Controller (Mayflash adapter)","N64 Controller","108946f0-7404-4d3e-a427-6b7f33103f28","5","Right Arrow","1"
"N64 Controller (Mayflash adapter)","N64 Controller","108946f0-7404-4d3e-a427-6b7f33103f28","6","Down Arrow","1"
"N64 Controller (Mayflash adapter)","N64 Controller","108946f0-7404-4d3e-a427-6b7f33103f28","7","Left Arrow","1"
"N64 Controller (Mayflash adapter)","N64 Controller","108946f0-7404-4d3e-a427-6b7f33103f28","8","L","1"
"N64 Controller (Mayflash adapter)","N64 Controller","108946f0-7404-4d3e-a427-6b7f33103f28","9","R","1"
"N64 Controller (Mayflash adapter)","N64 Controller","108946f0-7404-4d3e-a427-6b7f33103f28","10","Z","1"
"N64 Controller (Mayflash adapter)","N64 Controller","108946f0-7404-4d3e-a427-6b7f33103f28","11","Start","1"
"N64 Controller (Mayflash adapter)","N64 Controller","108946f0-7404-4d3e-a427-6b7f33103f28","12","D-Pad Up","1"
"N64 Controller (Mayflash adapter)","N64 Controller","108946f0-7404-4d3e-a427-6b7f33103f28","13","D-Pad Right","1"
"N64 Controller (Mayflash adapter)","N64 Controller","108946f0-7404-4d3e-a427-6b7f33103f28","14","D-Pad Down","1"
"N64 Controller (Mayflash adapter)","N64 Controller","108946f0-7404-4d3e-a427-6b7f33103f28","15","D-Pad Left","1"
"N64 Controller (Mayflash adapter)","N64 Controller","108946f0-7404-4d3e-a427-6b7f33103f28","16","Stick","100"
"GameCube Controller (Mayflash)","GameCube Controller","e420e480-00bb-4bd4-b871-95f5f9f1a90d","0","Left Stick X","0"
"GameCube Controller (Mayflash)","GameCube Controller","e420e480-00bb-4bd4-b871-95f5f9f1a90d","1","Left Stick Y","0"
"GameCube Controller (Mayflash)","GameCube Controller","e420e480-00bb-4bd4-b871-95f5f9f1a90d","2","Right Stick X","0"
"GameCube Controller (Mayflash)","GameCube Controller","e420e480-00bb-4bd4-b871-95f5f9f1a90d","3","Right Stick Y","0"
"GameCube Controller (Mayflash)","GameCube Controller","e420e480-00bb-4bd4-b871-95f5f9f1a90d","4","L","0"
"GameCube Controller (Mayflash)","GameCube Controller","e420e480-00bb-4bd4-b871-95f5f9f1a90d","5","R","0"
"GameCube Controller (Mayflash)","GameCube Controller","e420e480-00bb-4bd4-b871-95f5f9f1a90d","6","B","1"
"GameCube Controller (Mayflash)","GameCube Controller","e420e480-00bb-4bd4-b871-95f5f9f1a90d","7","A","1"
"GameCube Controller (Mayflash)","GameCube Controller","e420e480-00bb-4bd4-b871-95f5f9f1a90d","8","Y","1"
"GameCube Controller (Mayflash)","GameCube Controller","e420e480-00bb-4bd4-b871-95f5f9f1a90d","9","X","1"
"GameCube Controller (Mayflash)","GameCube Controller","e420e480-00bb-4bd4-b871-95f5f9f1a90d","10","L Press","1"
"GameCube Controller (Mayflash)","GameCube Controller","e420e480-00bb-4bd4-b871-95f5f9f1a90d","11","R Press","1"
"GameCube Controller (Mayflash)","GameCube Controller","e420e480-00bb-4bd4-b871-95f5f9f1a90d","12","Z","1"
"GameCube Controller (Mayflash)","GameCube Controller","e420e480-00bb-4bd4-b871-95f5f9f1a90d","13","Start","1"
"GameCube Controller (Mayflash)","GameCube Controller","e420e480-00bb-4bd4-b871-95f5f9f1a90d","14","D-Pad Up","1"
"GameCube Controller (Mayflash)","GameCube Controller","e420e480-00bb-4bd4-b871-95f5f9f1a90d","15","D-Pad Right","1"
"GameCube Controller (Mayflash)","GameCube Controller","e420e480-00bb-4bd4-b871-95f5f9f1a90d","16","D-Pad Down","1"
"GameCube Controller (Mayflash)","GameCube Controller","e420e480-00bb-4bd4-b871-95f5f9f1a90d","17","D-Pad Left","1"
"GameCube Controller (Mayflash)","GameCube Controller","e420e480-00bb-4bd4-b871-95f5f9f1a90d","18","Left Stick","100"
"GameCube Controller (Mayflash)","GameCube Controller","e420e480-00bb-4bd4-b871-95f5f9f1a90d","19","Right Stick","100"
"WiiU Pro Controller (Mayflash adapter)","WiiU Pro Controller","470d8395-1fd3-4452-a86a-61cd3c2a6c87","0","Left Stick X","0"
"WiiU Pro Controller (Mayflash adapter)","WiiU Pro Controller","470d8395-1fd3-4452-a86a-61cd3c2a6c87","1","Left Stick Y","0"
"WiiU Pro Controller (Mayflash adapter)","WiiU Pro Controller","470d8395-1fd3-4452-a86a-61cd3c2a6c87","2","Right Stick X","0"
"WiiU Pro Controller (Mayflash adapter)","WiiU Pro Controller","470d8395-1fd3-4452-a86a-61cd3c2a6c87","3","Right Stick Y","0"
"WiiU Pro Controller (Mayflash adapter)","WiiU Pro Controller","470d8395-1fd3-4452-a86a-61cd3c2a6c87","4","B","1"
"WiiU Pro Controller (Mayflash adapter)","WiiU Pro Controller","470d8395-1fd3-4452-a86a-61cd3c2a6c87","5","A","1"
"WiiU Pro Controller (Mayflash adapter)","WiiU Pro Controller","470d8395-1fd3-4452-a86a-61cd3c2a6c87","6","Y","1"
"WiiU Pro Controller (Mayflash adapter)","WiiU Pro Controller","470d8395-1fd3-4452-a86a-61cd3c2a6c87","7","X","1"
"WiiU Pro Controller (Mayflash adapter)","WiiU Pro Controller","470d8395-1fd3-4452-a86a-61cd3c2a6c87","8","L","1"
"WiiU Pro Controller (Mayflash adapter)","WiiU Pro Controller","470d8395-1fd3-4452-a86a-61cd3c2a6c87","9","LZ","0"
"WiiU Pro Controller (Mayflash adapter)","WiiU Pro Controller","470d8395-1fd3-4452-a86a-61cd3c2a6c87","10","R","1"
"WiiU Pro Controller (Mayflash adapter)","WiiU Pro Controller","470d8395-1fd3-4452-a86a-61cd3c2a6c87","11","RZ","0"
"WiiU Pro Controller (Mayflash adapter)","WiiU Pro Controller","470d8395-1fd3-4452-a86a-61cd3c2a6c87","12","Select","1"
"WiiU Pro Controller (Mayflash adapter)","WiiU Pro Controller","470d8395-1fd3-4452-a86a-61cd3c2a6c87","13","Start","1"
"WiiU Pro Controller (Mayflash adapter)","WiiU Pro Controller","470d8395-1fd3-4452-a86a-61cd3c2a6c87","14","Home","1"
"WiiU Pro Controller (Mayflash adapter)","WiiU Pro Controller","470d8395-1fd3-4452-a86a-61cd3c2a6c87","23","Power","1"
"WiiU Pro Controller (Mayflash adapter)","WiiU Pro Controller","470d8395-1fd3-4452-a86a-61cd3c2a6c87","15","Left Stick Button","1"
"WiiU Pro Controller (Mayflash adapter)","WiiU Pro Controller","470d8395-1fd3-4452-a86a-61cd3c2a6c87","16","Right Stick Button","1"
"WiiU Pro Controller (Mayflash adapter)","WiiU Pro Controller","470d8395-1fd3-4452-a86a-61cd3c2a6c87","17","D-Pad Up","1"
"WiiU Pro Controller (Mayflash adapter)","WiiU Pro Controller","470d8395-1fd3-4452-a86a-61cd3c2a6c87","18","D-Pad Right","1"
"WiiU Pro Controller (Mayflash adapter)","WiiU Pro Controller","470d8395-1fd3-4452-a86a-61cd3c2a6c87","19","D-Pad Down","1"
"WiiU Pro Controller (Mayflash adapter)","WiiU Pro Controller","470d8395-1fd3-4452-a86a-61cd3c2a6c87","20","D-Pad Left","1"
"WiiU Pro Controller (Mayflash adapter)","WiiU Pro Controller","470d8395-1fd3-4452-a86a-61cd3c2a6c87","21","Left Stick","100"
"WiiU Pro Controller (Mayflash adapter)","WiiU Pro Controller","470d8395-1fd3-4452-a86a-61cd3c2a6c87","22","Right Stick","100"
"Atari Jaguar Controller","Atari Jaguar Controller","f1a9b442-f42a-450a-bc75-5e7998658fd3","0","Joypad X","0"
"Atari Jaguar Controller","Atari Jaguar Controller","f1a9b442-f42a-450a-bc75-5e7998658fd3","1","Joypad Y","0"
"Atari Jaguar Controller","Atari Jaguar Controller","f1a9b442-f42a-450a-bc75-5e7998658fd3","2","A","1"
"Atari Jaguar Controller","Atari Jaguar Controller","f1a9b442-f42a-450a-bc75-5e7998658fd3","3","B","1"
"Atari Jaguar Controller","Atari Jaguar Controller","f1a9b442-f42a-450a-bc75-5e7998658fd3","4","C","1"
"Atari Jaguar Controller","Atari Jaguar Controller","f1a9b442-f42a-450a-bc75-5e7998658fd3","5","Option","1"
"Atari Jaguar Controller","Atari Jaguar Controller","f1a9b442-f42a-450a-bc75-5e7998658fd3","6","Pause","1"
"Atari Jaguar Controller","Atari Jaguar Controller","f1a9b442-f42a-450a-bc75-5e7998658fd3","7","Button 1","1"
"Atari Jaguar Controller","Atari Jaguar Controller","f1a9b442-f42a-450a-bc75-5e7998658fd3","8","Button 2","1"
"Atari Jaguar Controller","Atari Jaguar Controller","f1a9b442-f42a-450a-bc75-5e7998658fd3","9","Button 3","1"
"Atari Jaguar Controller","Atari Jaguar Controller","f1a9b442-f42a-450a-bc75-5e7998658fd3","10","Button 4","1"
"Atari Jaguar Controller","Atari Jaguar Controller","f1a9b442-f42a-450a-bc75-5e7998658fd3","11","Button 5","1"
"Atari Jaguar Controller","Atari Jaguar Controller","f1a9b442-f42a-450a-bc75-5e7998658fd3","12","Button 6","1"
"Atari Jaguar Controller","Atari Jaguar Controller","f1a9b442-f42a-450a-bc75-5e7998658fd3","13","Button 7","1"
"Atari Jaguar Controller","Atari Jaguar Controller","f1a9b442-f42a-450a-bc75-5e7998658fd3","14","Button 8","1"
"Atari Jaguar Controller","Atari Jaguar Controller","f1a9b442-f42a-450a-bc75-5e7998658fd3","15","Button 9","1"
"Atari Jaguar Controller","Atari Jaguar Controller","f1a9b442-f42a-450a-bc75-5e7998658fd3","20","Star","1"
"Atari Jaguar Controller","Atari Jaguar Controller","f1a9b442-f42a-450a-bc75-5e7998658fd3","21","Button 0","1"
"Atari Jaguar Controller","Atari Jaguar Controller","f1a9b442-f42a-450a-bc75-5e7998658fd3","22","Pound","1"
"Atari Jaguar Controller","Atari Jaguar Controller","f1a9b442-f42a-450a-bc75-5e7998658fd3","23","Joypad","100"
"Horipad Ultimate (OSX)","Horipad Ultimate","9c2ba5e1-d64d-4559-bbd6-09250ab87c9c","0","Left Stick X","0"
"Horipad Ultimate (OSX)","Horipad Ultimate","9c2ba5e1-d64d-4559-bbd6-09250ab87c9c","1","Left Stick Y","0"
"Horipad Ultimate (OSX)","Horipad Ultimate","9c2ba5e1-d64d-4559-bbd6-09250ab87c9c","2","Right Stick X","0"
"Horipad Ultimate (OSX)","Horipad Ultimate","9c2ba5e1-d64d-4559-bbd6-09250ab87c9c","3","Right Stick Y","0"
"Horipad Ultimate (OSX)","Horipad Ultimate","9c2ba5e1-d64d-4559-bbd6-09250ab87c9c","4","A","1"
"Horipad Ultimate (OSX)","Horipad Ultimate","9c2ba5e1-d64d-4559-bbd6-09250ab87c9c","5","B","1"
"Horipad Ultimate (OSX)","Horipad Ultimate","9c2ba5e1-d64d-4559-bbd6-09250ab87c9c","6","X","1"
"Horipad Ultimate (OSX)","Horipad Ultimate","9c2ba5e1-d64d-4559-bbd6-09250ab87c9c","7","Y","1"
"Horipad Ultimate (OSX)","Horipad Ultimate","9c2ba5e1-d64d-4559-bbd6-09250ab87c9c","8","L1","1"
"Horipad Ultimate (OSX)","Horipad Ultimate","9c2ba5e1-d64d-4559-bbd6-09250ab87c9c","9","L2","1"
"Horipad Ultimate (OSX)","Horipad Ultimate","9c2ba5e1-d64d-4559-bbd6-09250ab87c9c","10","R1","1"
"Horipad Ultimate (OSX)","Horipad Ultimate","9c2ba5e1-d64d-4559-bbd6-09250ab87c9c","11","R2","1"
"Horipad Ultimate (OSX)","Horipad Ultimate","9c2ba5e1-d64d-4559-bbd6-09250ab87c9c","12","Menu","1"
"Horipad Ultimate (OSX)","Horipad Ultimate","9c2ba5e1-d64d-4559-bbd6-09250ab87c9c","13","D-Pad Up","1"
"Horipad Ultimate (OSX)","Horipad Ultimate","9c2ba5e1-d64d-4559-bbd6-09250ab87c9c","14","D-Pad Right","1"
"Horipad Ultimate (OSX)","Horipad Ultimate","9c2ba5e1-d64d-4559-bbd6-09250ab87c9c","15","D-Pad Down","1"
"Horipad Ultimate (OSX)","Horipad Ultimate","9c2ba5e1-d64d-4559-bbd6-09250ab87c9c","16","D-Pad Left","1"
"Horipad Ultimate (OSX)","Horipad Ultimate","9c2ba5e1-d64d-4559-bbd6-09250ab87c9c","17","Left Stick","100"
"Horipad Ultimate (OSX)","Horipad Ultimate","9c2ba5e1-d64d-4559-bbd6-09250ab87c9c","18","Right Stick","100"
"SteelSeries Stratus XL (OSX)","SteelSeries Stratus XL","7ab64ae8-6c60-4fb5-850b-2ca9d245c887","0","Left Stick X","0"
"SteelSeries Stratus XL (OSX)","SteelSeries Stratus XL","7ab64ae8-6c60-4fb5-850b-2ca9d245c887","1","Left Stick Y","0"
"SteelSeries Stratus XL (OSX)","SteelSeries Stratus XL","7ab64ae8-6c60-4fb5-850b-2ca9d245c887","2","Right Stick X","0"
"SteelSeries Stratus XL (OSX)","SteelSeries Stratus XL","7ab64ae8-6c60-4fb5-850b-2ca9d245c887","3","Right Stick Y","0"
"SteelSeries Stratus XL (OSX)","SteelSeries Stratus XL","7ab64ae8-6c60-4fb5-850b-2ca9d245c887","4","A","1"
"SteelSeries Stratus XL (OSX)","SteelSeries Stratus XL","7ab64ae8-6c60-4fb5-850b-2ca9d245c887","5","B","1"
"SteelSeries Stratus XL (OSX)","SteelSeries Stratus XL","7ab64ae8-6c60-4fb5-850b-2ca9d245c887","6","X","1"
"SteelSeries Stratus XL (OSX)","SteelSeries Stratus XL","7ab64ae8-6c60-4fb5-850b-2ca9d245c887","7","Y","1"
"SteelSeries Stratus XL (OSX)","SteelSeries Stratus XL","7ab64ae8-6c60-4fb5-850b-2ca9d245c887","8","L1","1"
"SteelSeries Stratus XL (OSX)","SteelSeries Stratus XL","7ab64ae8-6c60-4fb5-850b-2ca9d245c887","9","L2","1"
"SteelSeries Stratus XL (OSX)","SteelSeries Stratus XL","7ab64ae8-6c60-4fb5-850b-2ca9d245c887","10","R1","1"
"SteelSeries Stratus XL (OSX)","SteelSeries Stratus XL","7ab64ae8-6c60-4fb5-850b-2ca9d245c887","11","R2","1"
"SteelSeries Stratus XL (OSX)","SteelSeries Stratus XL","7ab64ae8-6c60-4fb5-850b-2ca9d245c887","12","Pause","1"
"SteelSeries Stratus XL (OSX)","SteelSeries Stratus XL","7ab64ae8-6c60-4fb5-850b-2ca9d245c887","13","D-Pad Up","1"
"SteelSeries Stratus XL (OSX)","SteelSeries Stratus XL","7ab64ae8-6c60-4fb5-850b-2ca9d245c887","14","D-Pad Right","1"
"SteelSeries Stratus XL (OSX)","SteelSeries Stratus XL","7ab64ae8-6c60-4fb5-850b-2ca9d245c887","15","D-Pad Down","1"
"SteelSeries Stratus XL (OSX)","SteelSeries Stratus XL","7ab64ae8-6c60-4fb5-850b-2ca9d245c887","16","D-Pad Left","1"
"SteelSeries Stratus XL (OSX)","SteelSeries Stratus XL","7ab64ae8-6c60-4fb5-850b-2ca9d245c887","17","Left Stick","100"
"SteelSeries Stratus XL (OSX)","SteelSeries Stratus XL","7ab64ae8-6c60-4fb5-850b-2ca9d245c887","18","Right Stick","100"
"SteelSeries Nimbus (OSX)","SteelSeries Nimbus","09747016-5765-45a1-ac7b-fbf9c9ec3e2a","0","Left Stick X","0"
"SteelSeries Nimbus (OSX)","SteelSeries Nimbus","09747016-5765-45a1-ac7b-fbf9c9ec3e2a","1","Left Stick Y","0"
"SteelSeries Nimbus (OSX)","SteelSeries Nimbus","09747016-5765-45a1-ac7b-fbf9c9ec3e2a","2","Right Stick X","0"
"SteelSeries Nimbus (OSX)","SteelSeries Nimbus","09747016-5765-45a1-ac7b-fbf9c9ec3e2a","3","Right Stick Y","0"
"SteelSeries Nimbus (OSX)","SteelSeries Nimbus","09747016-5765-45a1-ac7b-fbf9c9ec3e2a","4","A","1"
"SteelSeries Nimbus (OSX)","SteelSeries Nimbus","09747016-5765-45a1-ac7b-fbf9c9ec3e2a","5","B","1"
"SteelSeries Nimbus (OSX)","SteelSeries Nimbus","09747016-5765-45a1-ac7b-fbf9c9ec3e2a","6","X","1"
"SteelSeries Nimbus (OSX)","SteelSeries Nimbus","09747016-5765-45a1-ac7b-fbf9c9ec3e2a","7","Y","1"
"SteelSeries Nimbus (OSX)","SteelSeries Nimbus","09747016-5765-45a1-ac7b-fbf9c9ec3e2a","8","L1","1"
"SteelSeries Nimbus (OSX)","SteelSeries Nimbus","09747016-5765-45a1-ac7b-fbf9c9ec3e2a","9","L2","1"
"SteelSeries Nimbus (OSX)","SteelSeries Nimbus","09747016-5765-45a1-ac7b-fbf9c9ec3e2a","10","R1","1"
"SteelSeries Nimbus (OSX)","SteelSeries Nimbus","09747016-5765-45a1-ac7b-fbf9c9ec3e2a","11","R2","1"
"SteelSeries Nimbus (OSX)","SteelSeries Nimbus","09747016-5765-45a1-ac7b-fbf9c9ec3e2a","12","Menu","1"
"SteelSeries Nimbus (OSX)","SteelSeries Nimbus","09747016-5765-45a1-ac7b-fbf9c9ec3e2a","13","D-Pad Up","1"
"SteelSeries Nimbus (OSX)","SteelSeries Nimbus","09747016-5765-45a1-ac7b-fbf9c9ec3e2a","14","D-Pad Right","1"
"SteelSeries Nimbus (OSX)","SteelSeries Nimbus","09747016-5765-45a1-ac7b-fbf9c9ec3e2a","15","D-Pad Down","1"
"SteelSeries Nimbus (OSX)","SteelSeries Nimbus","09747016-5765-45a1-ac7b-fbf9c9ec3e2a","16","D-Pad Left","1"
"SteelSeries Nimbus (OSX)","SteelSeries Nimbus","09747016-5765-45a1-ac7b-fbf9c9ec3e2a","17","Left Stick","100"
"SteelSeries Nimbus (OSX)","SteelSeries Nimbus","09747016-5765-45a1-ac7b-fbf9c9ec3e2a","18","Right Stick","100"
"Mad Catz C.T.R.L.R","Mad Catz C.T.R.L.R","137320b3-9897-4c36-a3d9-761c5c861c0d","0","Left Stick X","0"
"Mad Catz C.T.R.L.R","Mad Catz C.T.R.L.R","137320b3-9897-4c36-a3d9-761c5c861c0d","1","Left Stick Y","0"
"Mad Catz C.T.R.L.R","Mad Catz C.T.R.L.R","137320b3-9897-4c36-a3d9-761c5c861c0d","2","Right Stick X","0"
"Mad Catz C.T.R.L.R","Mad Catz C.T.R.L.R","137320b3-9897-4c36-a3d9-761c5c861c0d","3","Right Stick Y","0"
"Mad Catz C.T.R.L.R","Mad Catz C.T.R.L.R","137320b3-9897-4c36-a3d9-761c5c861c0d","4","L2","0"
"Mad Catz C.T.R.L.R","Mad Catz C.T.R.L.R","137320b3-9897-4c36-a3d9-761c5c861c0d","5","R2","0"
"Mad Catz C.T.R.L.R","Mad Catz C.T.R.L.R","137320b3-9897-4c36-a3d9-761c5c861c0d","6","A","1"
"Mad Catz C.T.R.L.R","Mad Catz C.T.R.L.R","137320b3-9897-4c36-a3d9-761c5c861c0d","7","B","1"
"Mad Catz C.T.R.L.R","Mad Catz C.T.R.L.R","137320b3-9897-4c36-a3d9-761c5c861c0d","8","X","1"
"Mad Catz C.T.R.L.R","Mad Catz C.T.R.L.R","137320b3-9897-4c36-a3d9-761c5c861c0d","9","Y","1"
"Mad Catz C.T.R.L.R","Mad Catz C.T.R.L.R","137320b3-9897-4c36-a3d9-761c5c861c0d","10","L1","1"
"Mad Catz C.T.R.L.R","Mad Catz C.T.R.L.R","137320b3-9897-4c36-a3d9-761c5c861c0d","11","R1","1"
"Mad Catz C.T.R.L.R","Mad Catz C.T.R.L.R","137320b3-9897-4c36-a3d9-761c5c861c0d","12","Back","1"
"Mad Catz C.T.R.L.R","Mad Catz C.T.R.L.R","137320b3-9897-4c36-a3d9-761c5c861c0d","13","Start","1"
"Mad Catz C.T.R.L.R","Mad Catz C.T.R.L.R","137320b3-9897-4c36-a3d9-761c5c861c0d","14","Mad Catz Button","1"
"Mad Catz C.T.R.L.R","Mad Catz C.T.R.L.R","137320b3-9897-4c36-a3d9-761c5c861c0d","15","Left Stick Button","1"
"Mad Catz C.T.R.L.R","Mad Catz C.T.R.L.R","137320b3-9897-4c36-a3d9-761c5c861c0d","16","Right Stick Button","1"
"Mad Catz C.T.R.L.R","Mad Catz C.T.R.L.R","137320b3-9897-4c36-a3d9-761c5c861c0d","17","D-Pad Up","1"
"Mad Catz C.T.R.L.R","Mad Catz C.T.R.L.R","137320b3-9897-4c36-a3d9-761c5c861c0d","18","D-Pad Right","1"
"Mad Catz C.T.R.L.R","Mad Catz C.T.R.L.R","137320b3-9897-4c36-a3d9-761c5c861c0d","19","D-Pad Down","1"
"Mad Catz C.T.R.L.R","Mad Catz C.T.R.L.R","137320b3-9897-4c36-a3d9-761c5c861c0d","20","D-Pad Left","1"
"Mad Catz C.T.R.L.R","Mad Catz C.T.R.L.R","137320b3-9897-4c36-a3d9-761c5c861c0d","21","Left Stick","100"
"Mad Catz C.T.R.L.R","Mad Catz C.T.R.L.R","137320b3-9897-4c36-a3d9-761c5c861c0d","22","Right Stick","100"
"Mad Catz Micro C.T.R.L.R","Mad Catz Micro C.T.R.L.R","0edfca03-23f0-4065-9435-27159bc75247","0","Left Stick X","0"
"Mad Catz Micro C.T.R.L.R","Mad Catz Micro C.T.R.L.R","0edfca03-23f0-4065-9435-27159bc75247","1","Left Stick Y","0"
"Mad Catz Micro C.T.R.L.R","Mad Catz Micro C.T.R.L.R","0edfca03-23f0-4065-9435-27159bc75247","2","Right Stick X","0"
"Mad Catz Micro C.T.R.L.R","Mad Catz Micro C.T.R.L.R","0edfca03-23f0-4065-9435-27159bc75247","3","Right Stick Y","0"
"Mad Catz Micro C.T.R.L.R","Mad Catz Micro C.T.R.L.R","0edfca03-23f0-4065-9435-27159bc75247","4","A","1"
"Mad Catz Micro C.T.R.L.R","Mad Catz Micro C.T.R.L.R","0edfca03-23f0-4065-9435-27159bc75247","5","B","1"
"Mad Catz Micro C.T.R.L.R","Mad Catz Micro C.T.R.L.R","0edfca03-23f0-4065-9435-27159bc75247","6","X","1"
"Mad Catz Micro C.T.R.L.R","Mad Catz Micro C.T.R.L.R","0edfca03-23f0-4065-9435-27159bc75247","7","Y","1"
"Mad Catz Micro C.T.R.L.R","Mad Catz Micro C.T.R.L.R","0edfca03-23f0-4065-9435-27159bc75247","8","L1","1"
"Mad Catz Micro C.T.R.L.R","Mad Catz Micro C.T.R.L.R","0edfca03-23f0-4065-9435-27159bc75247","9","L2","0"
"Mad Catz Micro C.T.R.L.R","Mad Catz Micro C.T.R.L.R","0edfca03-23f0-4065-9435-27159bc75247","10","R1","1"
"Mad Catz Micro C.T.R.L.R","Mad Catz Micro C.T.R.L.R","0edfca03-23f0-4065-9435-27159bc75247","11","R2","0"
